2707,score,p-value
0821: Gross domestic income  (constant LCU) - WDI,1.1280993796391259,0.28836285829761749
0120: Principal repayments on external debt; long-term  (AMT; current US$) - WDI,1.1156880940934568,0.29102962919823355
0914: School enrollment; primary; private  (% of total primary) - WDI,1.1084599817407219,0.29259721969980573
0738: Manufacturing; value added  (current LCU) - WDI,1.1028957800513675,0.29381131124775772
1150: Employment to population ratio; 15+; female (%)  (modeled ILO estimate) - WDI,1.0573757911282522,0.30399070696650454
0056: Net capital account  (BoP; current US$) - WDI,1.015863778231225,0.31367495327280609
0827: GNI  (constant LCU) - WDI,0.98176685213236514,0.32193286900539575
0711: Changes in inventories  (current US$) - WDI,0.93053827322211979,0.3348883891727179
1320: International tourism; receipts  (% of total exports) - WDI,0.88896584568051384,0.34591911000560405
0009: Land under cereal production  (hectares) - WDI,0.85198061555703308,0.35615044152899944
0938: Lower secondary school starting age  (years) - WDI,0.83591623703133544,0.36072355331336403
0770: Adjusted savings: energy depletion  (current US$) - WDI,0.82986581637758905,0.36246692948235526
0045: Current account balance  (BoP; current US$) - WDI,0.82274180232512228,0.36453462030565642
0128: PPG; bonds  (AMT; current US$) - WDI,0.80918190517059629,0.36851571965394048
0131: PNG; commercial banks and other creditors  (AMT; current US$) - WDI,0.78567421374506496,0.37556240429590848
0845: Net taxes on products  (current LCU) - WDI,0.75577728617904583,0.38480110410009261
0840: Gross savings  (% of GDP) - WDI,0.74884837729704101,0.38698818985546912
0719: Gross capital formation  (% of GDP) - WDI,0.72326160970266185,0.39522040943460357
0077: Personal remittances; received  (current US$) - WDI,0.71113934269070689,0.39920876797032967
0121: Principal repayments on external debt; private nonguaranteed (PNG)  (AMT; current US$) - WDI,0.64141550503800104,0.42333351925753038
0758: Services; etc.; value added  (constant LCU) - WDI,0.62039074285656903,0.43103441004382725
0741: Manufacturing; value added  (constant LCU) - WDI,0.4674781273106266,0.49426190428167838
0972: Secondary education; teachers; female - WDI,0.42413426795803333,0.51498734819798764
0788: Exports as a capacity to import  (constant LCU) - WDI,0.33496680437647913,0.56284135791146228
0724: Imports of goods and services  (constant LCU) - WDI,0.2876732516664105,0.5917999835949983
0054: Reserves and related items  (BoP; current US$) - WDI,0.25560833582023246,0.6132324358130895
0812: GDP per capita  (constant LCU) - WDI,0.25407644694050807,0.61429793369030894
0950: Secondary education; vocational pupils - WDI,0.21151506497826089,0.64565335054490158
0004: Agricultural land  (sq. km) - WDI,0.21114359058568613,0.64594332750815131
0006: Arable land  (hectares) - WDI,0.21019355212160479,0.64668634604300823
1305: Population; female  (% of total) - WDI,0.20610986541787846,0.64990351079271069
0838: Gross savings  (current LCU) - WDI,0.14901171375424169,0.69953978971106434
0047: Net financial account  (BoP; current US$) - WDI,0.14095848756659943,0.70738643007821089
0797: Gross value added at factor cost  (constant LCU) - WDI,0.13769292376181541,0.71064112078359465
1405: Transport services  (% of commercial service exports) - WDI,0.12565803291421451,0.72303008525097423
0713: Changes in inventories  (constant LCU) - WDI,0.11539972574704771,0.73412898879908717
0834: GNI per capita  (constant LCU) - WDI,0.055480692236961067,0.81382118076307453
1234: Unemployment; youth female (% of female labor force ages 15-24)  (modeled ILO estimate) - WDI,0.04149086387510758,0.83862273568197376
0050: Net trade in goods  (BoP; current US$) - WDI,0.029661454387522386,0.86328533388289186
1314: Urban population - WDI,0.029226167260055794,0.86428238368363997
1257: Unemployment; male (% of male labor force)  (modeled ILO estimate) - WDI,0.025444622864495038,0.87328698923317205
1237: Unemployment; youth total (% of total labor force ages 15-24)  (national estimate) - WDI,0.024215121045252277,0.87636105662673602
0971: Secondary education; teachers - WDI,0.020215660079342463,0.88695671714022439
0883: Preprimary education; duration  (years) - WDI,0.018493001464274926,0.89184939439712341
1366: Merchandise imports from low- and middle-income economies in Latin America & the Caribbean  (% of total merchandise imports) - WDI,0.013184882957306391,0.90859981699329762
1733: Crude oil production - TOT (KTOE) - OECD,0.012168852835655665,0.91217721293230036
0789: Coal rents  (% of GDP) - WDI,0.010123078634176346,0.91987156452322627
0130: PNG; bonds  (AMT; current US$) - WDI,0.0078734102154282785,0.92930730258994332
0958: School enrollment; secondary; private  (% of total secondary) - WDI,0.0044640619583602584,0.94673953321551829
1137: Employment to population ratio; ages 15-24; female (%)  (modeled ILO estimate) - WDI,0.0038348303488451333,0.95063052696402617
1256: Unemployment; male (% of male labor force)  (national estimate) - WDI,0.0017390341570543905,0.96674237595735169
0061: Communications; computer; etc.  (% of service exports; BoP) - WDI,0.0015562389159298167,0.96853783989835796
0192: Debt forgiveness grants  (current US$) - WDI,nan,nan
0196: Multilateral debt  (% of total external debt) - WDI,69.83711710074985,1.5230765900397474e-16
0266: Net official flows from UN agencies; IFAD  (current US$) - WDI,41.819647313556004,1.3761044215773609e-10
0197: PPG; multilateral concessional  (DOD; current US$) - WDI,36.039224508886392,2.4553265856038266e-09
0270: Net financial flows; IDA  (NFL; current US$) - WDI,35.620535503582254,3.0277818692031198e-09
0178: PPG; bilateral  (DOD; current US$) - WDI,34.391517892578747,5.6052903697940634e-09
0236: PPG; IDA  (INT; current US$) - WDI,34.222070311287787,6.1025586867975349e-09
0176: External debt stocks; concessional  (DOD; current US$) - WDI,33.853455583760166,7.3425214976924718e-09
0194: PPG; IDA  (DOD; current US$) - WDI,32.539669091934712,1.4207480301413113e-08
0249: Interest arrears; private creditors  (current US$) - WDI,30.544625351783726,3.8810013534865826e-08
0153: Currency composition of PPG debt; Swiss franc  (%) - WDI,30.314313356553761,4.3592820727522932e-08
0179: PPG; bilateral concessional  (DOD; current US$) - WDI,28.758006055854693,9.5713925137625396e-08
0168: PPG; multilateral concessional  (DIS; current US$) - WDI,28.586415368675631,1.0439730678242527e-07
0149: Currency composition of PPG debt; Japanese yen  (%) - WDI,27.987565071356801,1.4138408139049319e-07
0224: Average interest on new external debt commitments; private  (%) - WDI,26.116334139037289,3.6549886455676311e-07
0256: Average maturity on new external debt commitments; private  (years) - WDI,25.420389650763529,5.2080194751024939e-07
0221: Average grant element on new external debt commitments; private  (%) - WDI,24.425714233635311,8.6466086144193305e-07
0157: PPG; bilateral  (DIS; current US$) - WDI,24.012287436203554,1.0678074320394633e-06
0199: PPG; official creditors  (DOD; current US$) - WDI,21.944386669513186,3.0772363444569062e-06
0225: PPG; bilateral  (INT; current US$) - WDI,21.59992549041425,3.6723670940711796e-06
0158: PPG; bilateral concessional  (DIS; current US$) - WDI,20.621697366037953,6.072496578102236e-06
0238: PPG; multilateral concessional  (INT; current US$) - WDI,20.391045029135711,6.8383015971585688e-06
0226: PPG; bilateral concessional  (INT; current US$) - WDI,19.809851956191977,9.2270425704742944e-06
0182: External debt stocks  (% of exports of goods; services and primary income) - WDI,17.845348563654191,2.5495929919244976e-05
0189: Short-term debt  (% of total reserves) - WDI,15.983792761183969,6.7192367524847364e-05
0198: IBRD loans and IDA credits  (DOD; current US$) - WDI,15.114822023842365,0.00010586512141790777
0156: Debt forgiveness or reduction  (current US$) - WDI,14.885251884953524,0.00011940609277198594
0239: PPG; official creditors  (INT; current US$) - WDI,14.770407626959781,0.00012682225406736661
0195: PPG; multilateral  (DOD; current US$) - WDI,14.179560171465582,0.00017299467204788375
0222: Average interest on new external debt commitments  (%) - WDI,12.950940785330104,0.00033081890312135768
0139: Principal rescheduled; official  (current US$) - WDI,11.338094182621324,0.00077976704308916603
0218: Average grace period on new external debt commitments; private  (years) - WDI,10.728637817476672,0.0010805030118362746
0138: Principal rescheduled  (current US$) - WDI,10.642166527253625,0.0011318066323770062
0251: Interest rescheduled (capitalized)  (current US$) - WDI,9.9957583000712376,0.0016023965650638296
0204: PPG; other private creditors  (DOD; current US$) - WDI,9.8092764585216248,0.0017720162442501639
0169: PPG; official creditors  (DIS; current US$) - WDI,9.5472404481336159,0.0020416410224103568
0237: PPG; multilateral  (INT; current US$) - WDI,9.2728393436576617,0.0023688458640008436
0250: Interest forgiven  (current US$) - WDI,8.9473736020109147,0.0028268820237328774
0252: Interest rescheduled; official  (current US$) - WDI,8.6591493005358888,0.0033073866580480647
0244: PPG; other private creditors  (INT; current US$) - WDI,8.4848915717801887,0.0036374388791925762
0183: External debt stocks  (% of GNI) - WDI,8.1984870510002104,0.0042545121237361387
0216: Average grace period on new external debt commitments  (years) - WDI,8.1749993123720586,0.00430962770310359
0207: External debt stocks; long-term public sector  (DOD; current US$) - WDI,8.0546557324269781,0.0046036568919717597
0220: Average grant element on new external debt commitments; official  (%) - WDI,8.008033304364524,0.00472299367162482
0187: External debt stocks; public and publicly guaranteed (PPG)  (DOD; current US$) - WDI,7.9482480592544533,0.0048806534620937933
0267: Net financial flows; IMF concessional  (NFL; current US$) - WDI,7.7649497196280697,0.0053983301498005407
0214: Debt stock reduction  (current US$) - WDI,7.6784344396284263,0.0056618150948687714
0235: PPG; IBRD  (INT; current US$) - WDI,7.6700254527576188,0.0056881153225220747
0147: Currency composition of PPG debt; Euro  (%) - WDI,7.0979409575842256,0.007805172550390386
0193: PPG; IBRD  (DOD; current US$) - WDI,5.9214457712051045,0.015081153835773575
0167: PPG; multilateral  (DIS; current US$) - WDI,5.8649076513789025,0.0155710376700803
0144: Commitments; official creditors  (COM; current US$) - WDI,4.9924016602221526,0.025614944686142085
0184: Use of IMF credit  (DOD; current US$) - WDI,4.8010733555731306,0.028605056970921007
0253: Interest rescheduled; private  (current US$) - WDI,4.2077162694931802,0.040424774319625587
0258: PPG; bilateral concessional  (NFL; current US$) - WDI,4.0256838637746331,0.045002973743849449
0191: Short-term debt  (% of total external debt) - WDI,3.4625575244075146,0.062981029208560649
0201: PPG; commercial banks  (DOD; current US$) - WDI,3.3596502223483875,0.067022857184721452
0142: Commitments; IBRD  (COM; current US$) - WDI,3.2007324034646363,0.073819735839013897
0265: Net official flows from UN agencies; IAEA  (current US$) - WDI,2.9918566130578266,0.083902859217514433
0165: PPG; IBRD  (DIS; current US$) - WDI,2.9181364721461107,0.087808908729132287
0163: Disbursements on external debt; public and publicly guaranteed (PPG)  (DIS; current US$) - WDI,2.8540999404192906,0.091362158002197741
0211: Residual; debt stock-flow reconciliation  (current US$) - WDI,2.493016635272181,0.11457649402832715
0140: Principal rescheduled; private  (current US$) - WDI,2.4930085520847376,0.11457708124324248
0215: Debt stock rescheduled  (current US$) - WDI,2.4515115581822373,0.11763598461436763
0141: Commitments; public and publicly guaranteed  (COM; current US$) - WDI,2.2837848149035547,0.1309564114028251
0233: Interest payments on external debt; public and publicly guaranteed (PPG)  (INT; current US$) - WDI,2.2182042469000307,0.13661509483612225
0257: Net financial flows; bilateral  (NFL; current US$) - WDI,2.1013227155792471,0.14739399400091141
0180: External debt stocks; total  (DOD; current US$) - WDI,2.0700446065720461,0.1504389029590914
0223: Average interest on new external debt commitments; official  (%) - WDI,1.9589755255833388,0.16184273715016012
0159: IMF purchases  (DIS; current US$) - WDI,1.893504636190128,0.16902551835090618
0185: External debt stocks; long-term  (DOD; current US$) - WDI,1.8680817452124643,0.17191267062081145
0175: PPG; private creditors  (DIS; current US$) - WDI,1.7847510706625578,0.1817824275762884
0188: External debt stocks; short-term  (DOD; current US$) - WDI,1.6145983130548842,0.20405608455793095
0206: PPG; private creditors  (DOD; current US$) - WDI,1.4794619835774101,0.22406215058958287
0170: PPG; bonds  (DIS; current US$) - WDI,1.460299849650911,0.22708489620343361
0227: Interest payments on external debt; total  (INT; current US$) - WDI,1.4530448191447549,0.22824212451726947
0241: PPG; commercial banks  (INT; current US$) - WDI,1.342313251697838,0.24682248146612482
0190: Short-term debt  (% of exports of goods; services and primary income) - WDI,1.3371753806389146,0.24772845605573043
0145: Commitments; private creditors  (COM; current US$) - WDI,1.2222873739286713,0.26910069067613385
0200: PPG; bonds  (DOD; current US$) - WDI,1.0607957993938506,0.30321026470886953
0231: Interest payments on external debt; long-term  (INT; current US$) - WDI,1.0522189259962298,0.30517241996403516
0263: Net flows on external debt; public and publicly guaranteed (PPG)  (NFL; current US$) - WDI,1.0189598597357787,0.31293892873684931
0264: Net flows on external debt; short-term  (NFL; current US$) - WDI,0.9817883170537457,0.32192758103920038
0174: PPG; other private creditors  (DIS; current US$) - WDI,0.9452697210996891,0.33109291636336069
0171: PPG; commercial banks  (DIS; current US$) - WDI,0.93908277676359342,0.33267991564845356
0245: PPG; private creditors  (INT; current US$) - WDI,0.90396283238466801,0.34188417225174228
0234: Interest payments on external debt; short-term  (INT; current US$) - WDI,0.88096195482204676,0.34809897788559041
0254: Average maturity on new external debt commitments  (years) - WDI,0.83605272233164907,0.36068435988025227
0260: Net flows on external debt; total  (NFL; current US$) - WDI,0.73851120473252729,0.39028418382820684
0240: PPG; bonds  (INT; current US$) - WDI,0.69011507698947483,0.40626578371647026
0230: IMF charges  (INT; current US$) - WDI,0.64794583847120557,0.4209836673954005
0181: Total change in external debt stocks  (current US$) - WDI,0.60112181292656952,0.43828023974285557
0247: Net change in interest arrears  (current US$) - WDI,0.56415977596673861,0.45271429141860386
0243: PNG; commercial banks and other creditors  (INT; current US$) - WDI,0.55427013388160262,0.45670212111566733
0203: PNG; commercial banks and other creditors  (DOD; current US$) - WDI,0.54391797521834095,0.46093613415754797
0212: External debt stocks; variable rate  (DOD; current US$) - WDI,0.5425861170955969,0.46148537642000598
0173: PNG; commercial banks and other creditors  (DIS; current US$) - WDI,0.52121988392447538,0.47044140055760397
0161: Disbursements on external debt; long-term  (DIS; current US$) - WDI,0.50815939806994825,0.47605459386980686
0160: Disbursements on external debt; long-term + IMF  (DIS; current US$) - WDI,0.50227123206596058,0.47862092870318151
0269: Net financial flows; IBRD  (NFL; current US$) - WDI,0.44619950428036925,0.50425454074375553
0219: Average grant element on new external debt commitments  (%) - WDI,0.43632166611590589,0.50901101624768574
0162: Disbursements on external debt; private nonguaranteed (PNG)  (DIS; current US$) - WDI,0.39564037272811275,0.52945119736399548
0229: Interest payments on external debt  (% of GNI) - WDI,0.39331961729326326,0.53066107555639574
0268: Net financial flows; IMF nonconcessional  (NFL; current US$) - WDI,0.36797978438736573,0.5442051089022204
0217: Average grace period on new external debt commitments; official  (years) - WDI,0.28784011739677107,0.59169254406806382
0186: External debt stocks; private nonguaranteed (PNG)  (DOD; current US$) - WDI,0.27449781478264368,0.60041271643792382
0213: Debt buyback  (current US$) - WDI,0.2682714700503428,0.60457484737763267
0205: External debt stocks; long-term private sector  (DOD; current US$) - WDI,0.26189032730947354,0.60890451771183729
0259: Portfolio investment; bonds (PPG + PNG)  (NFL; current US$) - WDI,0.24134545278761577,0.62331244533139163
0228: Interest payments on external debt  (% of exports of goods; services and primary income) - WDI,0.23334949875541916,0.62912621326659535
0232: Interest payments on external debt; private nonguaranteed (PNG)  (INT; current US$) - WDI,0.22628309089774448,0.63436729773643052
0155: Currency composition of PPG debt; U.S. dollars  (%) - WDI,0.205505306339374,0.65038304804396863
0261: Net flows on external debt; long-term  (NFL; current US$) - WDI,0.15023552768348131,0.69836884126105114
0262: Net flows on external debt; private nonguaranteed (PNG)  (NFL; current US$) - WDI,0.099045475190269253,0.75302465224556281
0255: Average maturity on new external debt commitments; official  (years) - WDI,0.049043360779186966,0.82476838080901582
0172: PNG; bonds  (DIS; current US$) - WDI,0.021120377997346184,0.88447225659573658
0202: PNG; bonds  (DOD; current US$) - WDI,0.0101564568629753,0.91974001806087113
0242: PNG; bonds  (INT; current US$) - WDI,0.0013770918603857104,0.97040319504632078
0274: EBRD; private nonguaranteed  (NFL; current US$) - WDI,nan,nan
0643: Internet users  (per 100 people) - WDI,3298.104579534544,0.0
0640: Fixed broadband subscriptions  (per 100 people) - WDI,2631.1092005606033,0.0
0638: Fixed telephone subscriptions  (per 100 people) - WDI,2452.0672300556685,6.8583106975477605e-311
0677: Household final consumption expenditure per capita  (constant 2005 US$) - WDI,2286.4868057377953,1.8384752560233654e-297
0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI,1277.1795873181841,9.9278741074261255e-200
0552: Documents to export  (number) - WDI,1027.1373487471244,8.6330530395278411e-170
0642: Secure Internet servers  (per 1 million people) - WDI,962.15839780302235,1.6633851682256118e-161
0353: Agriculture value added per worker  (constant 2005 US$) - WDI,954.12840504994597,1.8220934620809818e-160
0570: Documents to import  (number) - WDI,953.87401291147933,1.9659050095013903e-160
0492: Domestic credit to private sector  (% of GDP) - WDI,929.08348140558792,3.3559268770464264e-157
0636: Mobile cellular subscriptions  (per 100 people) - WDI,888.81277792293213,7.0846084148552403e-152
0571: Time to import  (days) - WDI,822.08735715749651,7.6189545018276761e-143
0379: Electric power consumption  (kWh per capita) - WDI,797.13875719759551,2.1306607852441627e-139
0490: Claims on other sectors of the domestic economy  (% of GDP) - WDI,790.21865678049869,1.9563276577193739e-138
0491: Domestic credit provided by financial sector  (% of GDP) - WDI,786.62770490170089,6.1989476395978018e-138
0553: Time to export  (days) - WDI,725.6548079614081,2.6590117582961584e-129
0456: Commercial bank branches  (per 100;000 adults) - WDI,586.22376222833634,1.357683907270142e-108
0380: Energy use  (kg of oil equivalent per capita) - WDI,559.4282930922036,1.8989618233408737e-104
0545: Private credit bureau coverage  (% of adults) - WDI,537.63210634446705,4.9296410597479063e-101
0585: Tax payments  (number) - WDI,319.05526979996625,1.7093924259423451e-64
0363: Electricity production from nuclear sources  (% of total) - WDI,296.79213709697797,1.6370073963224144e-60
0569: Cost to import  (US$ per container) - WDI,291.39983228448574,1.5356141214997656e-59
0367: Electricity production from renewable sources; excluding hydroelectric  (% of total) - WDI,287.51005121110165,7.7546158988420563e-59
0289: Net official flows from UN agencies; UNDP  (current US$) - WDI,265.20471850983421,9.0036896652536264e-55
0579: Start-up procedures to register a business  (number) - WDI,257.65102942192283,2.205629379457004e-53
0577: Cost of business start-up procedures  (% of GNI per capita) - WDI,253.43607925141325,1.3226910963263149e-52
0697: Exports of goods and services  (current US$) - WDI,252.59568583267736,1.8914977609080025e-52
0551: Cost to export  (US$ per container) - WDI,241.89777005316603,1.8255408857045867e-50
0375: Alternative and nuclear energy  (% of total energy use) - WDI,227.98453583659494,7.2828239415456003e-48
0671: Household final consumption expenditure; etc.  (% of GDP) - WDI,223.91587876452752,4.238228004771381e-47
0699: Exports of goods and services  (constant 2005 US$) - WDI,223.4413024324021,5.2063076666147667e-47
0633: Liner shipping connectivity index  (maximum value in 2004 = 100) - WDI,218.66748223106103,4.1377058792511757e-46
0378: Combustible renewables and waste  (% of total energy) - WDI,209.41751452126033,2.3381361452505617e-44
0702: Exports of goods and services  (% of GDP) - WDI,204.93281635946772,1.6675697365761488e-43
0287: Net official flows from UN agencies; UNICEF  (current US$) - WDI,202.92357667140263,4.0284598909453699e-43
0361: Electric power transmission and distribution losses  (% of output) - WDI,201.93021510464914,6.2330861000618115e-43
0472: Broad money  (% of GDP) - WDI,188.25192925646149,2.6143358404203774e-40
0477: Money and quasi money  as % of GDP (M2) - WDI,184.33714499090274,1.486905285149663e-39
0613: CPIA property rights and rule-based governance rating  (1=low to 6=high) - WDI,181.6115192184422,5.0007366512032132e-39
0485: Lending interest rate  (%) - WDI,180.82812105179909,7.0893597157705375e-39
0322: Net ODA received  (% of imports of goods; services and primary income) - WDI,179.98033223623744,1.0344904511292078e-38
0620: CPIA transparency; accountability; and corruption in the public sector rating  (1=low to 6=high) - WDI,164.1229700022125,1.263344999806778e-35
0662: General government final consumption expenditure  (constant 2005 US$) - WDI,155.41294732281443,6.4714390696276907e-34
0319: Net ODA received  (% of gross capital formation) - WDI,149.23308271104352,1.0715962254273055e-32
0696: Gross national expenditure  (% of GDP) - WDI,146.22861736973547,4.2125936083431852e-32
0660: General government final consumption expenditure  (current US$) - WDI,144.52184209152699,9.1797359454191885e-32
0315: Net official development assistance and official aid received  (constant 2013 US$) - WDI,142.94877116352507,1.8834899205169139e-31
0314: Net official development assistance and official aid received  (current US$) - WDI,142.91290383440827,1.914626864098668e-31
0318: Net official development assistance received  (current US$) - WDI,140.03666891079723,7.1398196284027079e-31
0686: Final consumption expenditure; etc.  (% of GDP) - WDI,139.31303436482563,9.9466511899030055e-31
0321: Net official development assistance received  (constant 2013 US$) - WDI,139.17491018630224,1.0596665478045018e-30
0455: Bank capital to assets ratio  (%) - WDI,133.40275363758224,1.5011814071948132e-29
0435: Population in urban agglomerations of more than 1 million  (% of total population) - WDI,128.84975349157858,1.2241306034043474e-28
0628: Air transport; freight  (million ton-km) - WDI,126.88363225987521,3.0360019680981719e-28
0576: Procedures to register property  (number) - WDI,123.52923417465534,1.4341280714585264e-27
0622: Overall level of statistical capacity  (scale 0 - 100) - WDI,123.43030791597977,1.5014059733297732e-27
0291: Net official flows from UN agencies; UNFPA  (current US$) - WDI,122.18400837696856,2.6757955750370261e-27
0615: CPIA public sector management and institutions cluster average  (1=low to 6=high) - WDI,112.0454614222643,3.0015912844452266e-25
0683: Final consumption expenditure; etc.  (constant 2005 US$) - WDI,111.25731712839013,4.3385007036185502e-25
0689: Final consumption expenditure  (constant 2005 US$) - WDI,109.55932214718132,9.6014423484464331e-25
0694: Gross national expenditure  (constant 2005 US$) - WDI,108.88971925730114,1.3137247029044155e-24
0687: Final consumption expenditure  (current US$) - WDI,108.04821325951964,1.948611879987502e-24
0320: Net ODA received  (% of GNI) - WDI,107.45212213684732,2.5767741886259305e-24
0681: Final consumption expenditure; etc.  (current US$) - WDI,106.01380721011586,5.0594887306919005e-24
0461: Bank liquid reserves to bank assets ratio  (%) - WDI,104.54845116052765,1.0068592195557516e-23
0619: CPIA trade rating  (1=low to 6=high) - WDI,101.65208800342155,3.9323495746857086e-23
0668: Household final consumption expenditure; etc.  (constant 2005 US$) - WDI,99.547113875255747,1.0604172922825667e-22
0692: Gross national expenditure  (current US$) - WDI,98.486102967958175,1.7494203620499894e-22
0674: Household final consumption expenditure  (constant 2005 US$) - WDI,97.850968532129087,2.3611679625807078e-22
0672: Household final consumption expenditure  (current US$) - WDI,96.312556739124759,4.8846781936733866e-22
0666: Household final consumption expenditure; etc.  (current US$) - WDI,95.089099198548126,8.7131761981973696e-22
0474: Broad money growth  (annual %) - WDI,94.975014316102232,9.1965624089343865e-22
0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI,94.350346117360644,1.2361080720954577e-21
0479: Money and quasi money growth  (annual %) - WDI,91.181429047089026,5.5531305758564915e-21
0641: Secure Internet servers - WDI,90.254524182597564,8.6236701783018724e-21
0624: Source data assessment of statistical capacity  (scale 0 - 100) - WDI,90.237085115119271,8.6954066915283809e-21
0486: Interest rate spread  (lending rate minus deposit rate; %) - WDI,88.316841461338342,2.166438360139242e-20
0594: Scientific and technical journal articles - WDI,84.799923762305909,1.1572199823783733e-19
0707: Gross fixed capital formation  (constant 2005 US$) - WDI,83.961075931437065,1.7269492421672161e-19
0580: Time to prepare and pay taxes  (hours) - WDI,82.929554631846329,2.8264303076346915e-19
0621: Methodology assessment of statistical capacity  (scale 0 - 100) - WDI,80.082777033499269,1.1031775280143253e-18
0546: Public credit registry coverage  (% of adults) - WDI,80.062163699963065,1.1141219887215081e-18
0607: CPIA gender equality rating  (1=low to 6=high) - WDI,77.817927284848793,3.2669496108731499e-18
0616: CPIA efficiency of revenue mobilization rating  (1=low to 6=high) - WDI,76.946474211732493,4.9635978896520941e-18
0574: Time required to enforce a contract  (days) - WDI,76.859860908617065,5.1743796049905178e-18
0540: Business extent of disclosure index  (0=less disclosure to 10=more disclosure) - WDI,74.581933602270112,1.5464976671199995e-17
0629: Air transport; passengers carried - WDI,70.865568264679908,9.2696432076823181e-17
0358: Electricity production from coal sources  (% of total) - WDI,70.605547249018315,1.0509194923306729e-16
0484: Deposit interest rate  (%) - WDI,70.19851723442919,1.2791365903812969e-16
0609: IDA resource allocation index  (1=low to 6=high) - WDI,66.001266134038957,9.7449730374259403e-16
0575: Time required to register property  (days) - WDI,65.768752835028479,1.0907579331230265e-15
0705: Gross fixed capital formation  (current US$) - WDI,60.234627396205774,1.6061816146993225e-14
0376: Fossil fuel energy consumption  (% of total) - WDI,59.645107349170246,2.1407880362832932e-14
0627: Air transport; registered carrier departures worldwide - WDI,59.195864917658312,2.6650639906786937e-14
0611: CPIA quality of public administration rating  (1=low to 6=high) - WDI,56.574948502481611,9.5837931643530662e-14
0284: Net financial flows; RDB concessional  (NFL; current US$) - WDI,55.556359970498491,1.5773690001309153e-13
0604: CPIA quality of budgetary and financial management rating  (1=low to 6=high) - WDI,55.159139999925102,1.9159308118418694e-13
0587: Total tax rate  (% of commercial profits) - WDI,53.852307248331357,3.6344463749584059e-13
0578: Time required to start a business  (days) - WDI,52.720185370437171,6.3331008017440368e-13
0612: CPIA equity of public resource use rating  (1=low to 6=high) - WDI,52.51434447066913,7.0064284185306368e-13
0618: CPIA structural policies cluster average  (1=low to 6=high) - WDI,48.40440474738508,5.2916488676906578e-12
0433: Population in the largest city  (% of urban population) - WDI,48.255126463334996,5.6958184378906625e-12
0679: Household final consumption expenditure; PPP  (current international $) - WDI,46.275038788008622,1.5137174859423611e-11
0608: CPIA building human resources rating  (1=low to 6=high) - WDI,46.107120170360311,1.6446954693341036e-11
0377: Energy use (kg of oil equivalent) per $1;000 GDP  (constant 2011 PPP) - WDI,45.007414121633254,2.8332482303755241e-11
0295: Net official flows from UN agencies; WFP  (current US$) - WDI,44.701177561120232,3.2969431287227118e-11
0680: Household final consumption expenditure; PPP  (constant 2011 international $) - WDI,41.529779086005099,1.5892483997261671e-10
0364: Electricity production from oil sources  (% of total) - WDI,41.050694823837638,2.0165290430405677e-10
0665: General government final consumption expenditure  (% of GDP) - WDI,40.127300117550419,3.1922352813411703e-10
0597: Trademark applications; direct nonresident - WDI,38.717480811740181,6.4434209307611541e-10
0600: CPIA business regulatory environment rating  (1=low to 6=high) - WDI,38.681598444494995,6.5597451521173199e-10
0595: Patent applications; nonresidents - WDI,35.107471669343035,3.9149604561802556e-09
0639: Fixed broadband subscriptions - WDI,34.693723907208678,4.8170962096831544e-09
0684: Final consumption expenditure; etc.  (annual % growth) - WDI,33.865497364938314,7.2982754035443584e-09
0601: CPIA debt policy rating  (1=low to 6=high) - WDI,31.928321082081681,1.9324506063914251e-08
0420: CO2 emissions from electricity and heat production; total  (% of total fuel combustion) - WDI,31.42429365315553,2.4908242835701785e-08
0340: Multilateral debt service  (% of public and publicly guaranteed debt service) - WDI,31.179635285538801,2.8176250295813214e-08
0464: Total reserves in months of imports - WDI,31.109399315904216,2.9191553029689362e-08
0427: Population density  (people per sq. km of land area) - WDI,29.35422015875594,7.079768478174304e-08
0708: Gross fixed capital formation  (annual % growth) - WDI,28.005579102752115,1.4009946128456955e-07
0589: Procedures to build a warehouse  (number) - WDI,27.078373975910011,2.2420181151330346e-07
0304: PPG; IDA  (NTR; current US$) - WDI,27.022642420163098,2.306344649188927e-07
0623: Periodicity and timeliness assessment of statistical capacity  (scale 0 - 100) - WDI,26.862688307578551,2.5014424084432643e-07
0341: PPG; multilateral concessional  (TDS; current US$) - WDI,25.481638203870947,5.0481200638150073e-07
0691: Gross national expenditure deflator  (base year varies by country) - WDI,24.050897764496721,1.0469609968367388e-06
0419: CO2 emissions from residential buildings and commercial and public services  (% of total fuel combustion) - WDI,23.286572000266514,1.5472676214067668e-06
0596: Patent applications; residents - WDI,23.207871229659315,1.6108258566571869e-06
0588: Time required to build a warehouse  (days) - WDI,22.941118162657173,1.8464182848475904e-06
0675: Household final consumption expenditure  (annual % growth) - WDI,21.969004623846534,3.0386146285121146e-06
0460: Domestic credit to private sector by banks  (% of GDP) - WDI,20.459685475822184,6.6007737091467008e-06
0655: Armed forces personnel  (% of total labor force) - WDI,20.416348516477871,6.7497560050481806e-06
0602: CPIA economic management cluster average  (1=low to 6=high) - WDI,19.22060641916881,1.2508161276224579e-05
0487: Real interest rate  (%) - WDI,18.057551778586898,2.2838301840550761e-05
