2718,score,p-value
0845: Net taxes on products  (current LCU) - WDI,1.1543994945202598,0.28281376869978436
0795: Gross value added at factor cost  (current LCU) - WDI,1.0986000077079128,0.29475304984055273
0793: Discrepancy in expenditure estimate of GDP  (constant LCU) - WDI,1.0291669972833966,0.31052831868015329
0732: Agriculture; value added  (current LCU) - WDI,0.98633854870799675,0.32080919410975806
0117: PPG; bilateral concessional  (AMT; current US$) - WDI,0.94249660674552149,0.33180299049290352
0727: External balance on goods and services  (current LCU) - WDI,0.93418539465965755,0.33394333845237101
0771: Adjusted savings: energy depletion  (% of GNI) - WDI,0.85562030197861005,0.35512539485373484
1382: Fuel exports  (% of merchandise exports) - WDI,0.85503423638789788,0.35529017539196572
0047: Net financial account  (BoP; current US$) - WDI,0.81284347129712753,0.36743477536503266
0721: Imports of goods and services  (current LCU) - WDI,0.79976355738960392,0.3713165861802955
1256: Unemployment; male (% of male labor force)  (national estimate) - WDI,0.75914025146213227,0.38374593037282967
0777: Adjusted savings: net national savings  (% of GNI) - WDI,0.74317794529701964,0.38879125189921804
1390: Merchandise exports to low- and middle-income economies outside region  (% of total merchandise exports) - WDI,0.71483272245530405,0.39798746439958876
0738: Manufacturing; value added  (current LCU) - WDI,0.62191078646979669,0.43047058584210418
0747: Industry; value added  (constant LCU) - WDI,0.53814996872712084,0.46332231897125464
0792: Discrepancy in expenditure estimate of GDP  (current LCU) - WDI,0.52453512944329894,0.46903357517513355
0718: Gross capital formation  (constant LCU) - WDI,0.52108197285343349,0.47050011226521482
0852: Official exchange rate  (LCU per US$; period average) - WDI,0.50673337870703872,0.47667405599265888
1353: Agricultural raw materials imports  (% of merchandise imports) - WDI,0.50545733796287207,0.47722948201937043
1141: Employment to population ratio; ages 15-24; total (%)  (modeled ILO estimate) - WDI,0.49014121349954304,0.48397973082621737
0061: Communications; computer; etc.  (% of service exports; BoP) - WDI,0.4900533058304164,0.48401892653723544
0804: GDP  (constant LCU) - WDI,0.48718793779500369,0.48529939490151541
1206: Labor force participation rate for ages 15-24; total (%)  (modeled ILO estimate) - WDI,0.44169878365943238,0.5064122602164095
0914: School enrollment; primary; private  (% of total primary) - WDI,0.43084392040629405,0.51168216659682408
0128: PPG; bonds  (AMT; current US$) - WDI,0.41687911589536297,0.51860340816775419
0758: Services; etc.; value added  (constant LCU) - WDI,0.41245699960913407,0.52082938398525869
0821: Gross domestic income  (constant LCU) - WDI,0.41095368498895929,0.5215899536491273
0735: Agriculture; value added  (constant LCU) - WDI,0.40908038474158886,0.52254046150253664
0116: PPG; bilateral  (AMT; current US$) - WDI,0.40699531759853991,0.52360203272313854
0827: GNI  (constant LCU) - WDI,0.37347891999946181,0.54121247497753711
0846: Net taxes on products  (constant LCU) - WDI,0.34682949950450492,0.55600765072579206
0741: Manufacturing; value added  (constant LCU) - WDI,0.28165854581864219,0.59569971932587351
1405: Transport services  (% of commercial service exports) - WDI,0.27260870463691583,0.60166912983842946
1257: Unemployment; male (% of male labor force)  (modeled ILO estimate) - WDI,0.27132512818176802,0.60252597857494394
0842: Net income from abroad  (current LCU) - WDI,0.26765064114136078,0.60499320393778011
0789: Coal rents  (% of GDP) - WDI,0.24943096877910753,0.61755389781320646
1237: Unemployment; youth total (% of total labor force ages 15-24)  (national estimate) - WDI,0.24769135484054028,0.61878292724740724
0124: PPG; IDA  (AMT; current US$) - WDI,0.24255805895079838,0.62244124703344483
1234: Unemployment; youth female (% of female labor force ages 15-24)  (modeled ILO estimate) - WDI,0.21316875141408245,0.64436619595483713
0788: Exports as a capacity to import  (constant LCU) - WDI,0.20640215485792893,0.64967197049986569
0002: Fertilizer consumption  (% of fertilizer production) - WDI,0.20441858057987161,0.6512471832006177
0797: Gross value added at factor cost  (constant LCU) - WDI,0.19511494631719511,0.65876084109082766
0076: Personal transfers; receipts  (BoP; current US$) - WDI,0.18309899976620986,0.66878872530889311
0724: Imports of goods and services  (constant LCU) - WDI,0.17725429221884012,0.67380767355577764
1150: Employment to population ratio; 15+; female (%)  (modeled ILO estimate) - WDI,0.10404189440676608,0.7470798697520673
0126: PPG; multilateral concessional  (AMT; current US$) - WDI,0.085004783631361255,0.77066913088400502
1151: Employment to population ratio; 15+; male (%)  (national estimate) - WDI,0.082268857033088935,0.77428806214073564
1305: Population; female  (% of total) - WDI,0.080091244095984226,0.77721530970879349
1391: Merchandise exports to low- and middle-income economies in East Asia & Pacific  (% of total merchandise exports) - WDI,0.05966303658919813,0.80706483181506883
0838: Gross savings  (current LCU) - WDI,0.050825714273140719,0.82166529569916413
0725: Imports of goods and services  (% of GDP) - WDI,0.047354514460406859,0.82776373528184788
0958: School enrollment; secondary; private  (% of total secondary) - WDI,0.034842360627816475,0.85195320287865828
0713: Changes in inventories  (constant LCU) - WDI,0.012615067103835333,0.91058818496710947
0764: Adjusted savings: net forest depletion  (current US$) - WDI,0.01007297963191491,0.92006942083764642
0895: Primary education; duration  (years) - WDI,0.0066794503472812853,0.93487467925261591
1326: International tourism; expenditures  (% of total imports) - WDI,0.0052477123588767433,0.94226114772606584
0056: Net capital account  (BoP; current US$) - WDI,0.00050254101417486214,0.98211814908515771
0192: Debt forgiveness grants  (current US$) - WDI,nan,nan
0196: Multilateral debt  (% of total external debt) - WDI,118.63524519707363,1.3907928293452118e-26
0189: Short-term debt  (% of total reserves) - WDI,22.253270927773116,2.62639781749005e-06
0143: Commitments; IDA  (COM; current US$) - WDI,14.548047087636505,0.00014252787631927624
0266: Net official flows from UN agencies; IFAD  (current US$) - WDI,14.505371027130137,0.00014575943143304838
0139: Principal rescheduled; official  (current US$) - WDI,14.174943637774041,0.00017341539328672264
0138: Principal rescheduled  (current US$) - WDI,13.72036244034337,0.00022032923504051316
0180: External debt stocks; total  (DOD; current US$) - WDI,13.464754390121774,0.00025213848100099864
0205: External debt stocks; long-term private sector  (DOD; current US$) - WDI,12.98570676830804,0.00032478786870614667
0186: External debt stocks; private nonguaranteed (PNG)  (DOD; current US$) - WDI,12.925973299311831,0.00033521979567758934
0181: Total change in external debt stocks  (current US$) - WDI,12.463662121403409,0.00042829041535972096
0251: Interest rescheduled (capitalized)  (current US$) - WDI,12.156442394382312,0.00050419416700957416
0188: External debt stocks; short-term  (DOD; current US$) - WDI,11.880679870469327,0.00058385743802885073
0216: Average grace period on new external debt commitments  (years) - WDI,11.751675715689178,0.00062538242966879605
0212: External debt stocks; variable rate  (DOD; current US$) - WDI,11.267204965737234,0.00080986634147667269
0203: PNG; commercial banks and other creditors  (DOD; current US$) - WDI,10.835602867159515,0.0010202852751876699
0252: Interest rescheduled; official  (current US$) - WDI,10.615107904579604,0.0011483622130716029
0202: PNG; bonds  (DOD; current US$) - WDI,10.261812503634399,0.0013884629963214188
0260: Net flows on external debt; total  (NFL; current US$) - WDI,9.7640698149589422,0.0018158103081515004
0250: Interest forgiven  (current US$) - WDI,9.720179630417082,0.001859379985460607
0185: External debt stocks; long-term  (DOD; current US$) - WDI,9.7160877153256475,0.001863495706738478
0242: PNG; bonds  (INT; current US$) - WDI,8.6579387669601751,0.0033095710243533326
0265: Net official flows from UN agencies; IAEA  (current US$) - WDI,8.2994462944289289,0.0040256637692365326
0267: Net financial flows; IMF concessional  (NFL; current US$) - WDI,7.9808512672788741,0.0047940212069651732
0168: PPG; multilateral concessional  (DIS; current US$) - WDI,7.7401354488191165,0.0054725963103125939
0227: Interest payments on external debt; total  (INT; current US$) - WDI,7.4896635446203197,0.0062832833878373288
0161: Disbursements on external debt; long-term  (DIS; current US$) - WDI,7.3400233054773265,0.0068251952781279018
0264: Net flows on external debt; short-term  (NFL; current US$) - WDI,7.2624635577455212,0.0071246487224165475
0160: Disbursements on external debt; long-term + IMF  (DIS; current US$) - WDI,7.03847860144805,0.0080671995589816966
0162: Disbursements on external debt; private nonguaranteed (PNG)  (DIS; current US$) - WDI,6.9441063981159745,0.008501697757448981
0232: Interest payments on external debt; private nonguaranteed (PNG)  (INT; current US$) - WDI,6.8514071147614457,0.008951860204949114
0156: Debt forgiveness or reduction  (current US$) - WDI,6.7859272533840871,0.0092845058588135899
0172: PNG; bonds  (DIS; current US$) - WDI,6.7388678594533422,0.0095313802810941661
0234: Interest payments on external debt; short-term  (INT; current US$) - WDI,6.1671163480363491,0.013130079461403753
0262: Net flows on external debt; private nonguaranteed (PNG)  (NFL; current US$) - WDI,5.8531790868805231,0.015674700915042503
0223: Average interest on new external debt commitments; official  (%) - WDI,5.4551685514902077,0.019650024473590304
0224: Average interest on new external debt commitments; private  (%) - WDI,5.4458894217966574,0.019754255543819002
0190: Short-term debt  (% of exports of goods; services and primary income) - WDI,5.2349206169262503,0.022285158515217333
0261: Net flows on external debt; long-term  (NFL; current US$) - WDI,5.1136533824738155,0.023889987606600178
0258: PPG; bilateral concessional  (NFL; current US$) - WDI,4.994836628642739,0.025579059491970906
0253: Interest rescheduled; private  (current US$) - WDI,4.9844877229012212,0.025731937864930415
0173: PNG; commercial banks and other creditors  (DIS; current US$) - WDI,4.9598688927290091,0.02609944907054822
0211: Residual; debt stock-flow reconciliation  (current US$) - WDI,4.88848411379049,0.027196282585907328
0147: Currency composition of PPG debt; Euro  (%) - WDI,4.8570894846359831,0.027693754585581577
0159: IMF purchases  (DIS; current US$) - WDI,4.2734977086763966,0.03889316607295789
0257: Net financial flows; bilateral  (NFL; current US$) - WDI,4.1625651789640443,0.041512631122442308
0174: PPG; other private creditors  (DIS; current US$) - WDI,4.1074426160258826,0.042882630287374511
0243: PNG; commercial banks and other creditors  (INT; current US$) - WDI,4.0746608840428813,0.043719873630047923
0197: PPG; multilateral concessional  (DOD; current US$) - WDI,4.0236283330206026,0.045057684825869748
0231: Interest payments on external debt; long-term  (INT; current US$) - WDI,4.0084288047521648,0.045464426428060971
0256: Average maturity on new external debt commitments; private  (years) - WDI,3.8077489529901865,0.0512136201839343
0221: Average grant element on new external debt commitments; private  (%) - WDI,3.7675764600041877,0.052454210057085254
0214: Debt stock reduction  (current US$) - WDI,3.7455851755262581,0.053146784721987195
0236: PPG; IDA  (INT; current US$) - WDI,3.7097519597174116,0.054296133682529453
0193: PPG; IBRD  (DOD; current US$) - WDI,3.5001330331896505,0.061570742250899396
0140: Principal rescheduled; private  (current US$) - WDI,3.4451928918422441,0.06364436581500596
0165: PPG; IBRD  (DIS; current US$) - WDI,3.1647199412406968,0.075460576467611576
0194: PPG; IDA  (DOD; current US$) - WDI,3.1461095079457171,0.076323862560887953
0220: Average grant element on new external debt commitments; official  (%) - WDI,3.0567589421150116,0.080619366592483546
0237: PPG; multilateral  (INT; current US$) - WDI,2.8577147327326506,0.091157475920561226
0259: Portfolio investment; bonds (PPG + PNG)  (NFL; current US$) - WDI,2.8044901277536987,0.09422232432122854
0142: Commitments; IBRD  (COM; current US$) - WDI,2.5850798774316526,0.10809868732277218
0187: External debt stocks; public and publicly guaranteed (PPG)  (DOD; current US$) - WDI,2.4261770601509602,0.11954783528650516
0206: PPG; private creditors  (DOD; current US$) - WDI,2.3569118120244354,0.12495307661042863
0207: External debt stocks; long-term public sector  (DOD; current US$) - WDI,2.3568987924327383,0.12495411779684347
0204: PPG; other private creditors  (DOD; current US$) - WDI,2.2164859052376706,0.13676700002826309
0167: PPG; multilateral  (DIS; current US$) - WDI,2.1692900621444666,0.14101424232544896
0229: Interest payments on external debt  (% of GNI) - WDI,2.1644116842795311,0.14146164269226444
0228: Interest payments on external debt  (% of exports of goods; services and primary income) - WDI,2.1570580587590578,0.14213907126727962
0163: Disbursements on external debt; public and publicly guaranteed (PPG)  (DIS; current US$) - WDI,2.0463322013598746,0.15279477757854976
0244: PPG; other private creditors  (INT; current US$) - WDI,1.8646337315250721,0.17230859399157941
0200: PPG; bonds  (DOD; current US$) - WDI,1.7662538169036597,0.18406123874607186
0195: PPG; multilateral  (DOD; current US$) - WDI,1.6957311598610403,0.19305971793893828
0171: PPG; commercial banks  (DIS; current US$) - WDI,1.504090653848845,0.22024763932830277
0239: PPG; official creditors  (INT; current US$) - WDI,1.4764023664166073,0.22454153603888496
0241: PPG; commercial banks  (INT; current US$) - WDI,1.469821138770373,0.22557687138759605
0141: Commitments; public and publicly guaranteed  (COM; current US$) - WDI,1.4466903797134485,0.22926153891970918
0268: Net financial flows; IMF nonconcessional  (NFL; current US$) - WDI,1.4009077152717622,0.23677101289298694
0169: PPG; official creditors  (DIS; current US$) - WDI,1.3876538527593356,0.2390003431767915
0157: PPG; bilateral  (DIS; current US$) - WDI,1.2195736211831167,0.2696326313653013
0254: Average maturity on new external debt commitments  (years) - WDI,1.1958746901212514,0.27433441235161288
0175: PPG; private creditors  (DIS; current US$) - WDI,1.0869139782304735,0.29733457382963319
0230: IMF charges  (INT; current US$) - WDI,1.0376027390258704,0.30855428900476534
0145: Commitments; private creditors  (COM; current US$) - WDI,1.0034155513802088,0.31665720413948445
0247: Net change in interest arrears  (current US$) - WDI,1.0012255454314212,0.31718570677118446
0235: PPG; IBRD  (INT; current US$) - WDI,0.95769144591901489,0.32793695698968517
0233: Interest payments on external debt; public and publicly guaranteed (PPG)  (INT; current US$) - WDI,0.90621410484876164,0.34128396378414827
0198: IBRD loans and IDA credits  (DOD; current US$) - WDI,0.90502009501044178,0.34160211988886546
0178: PPG; bilateral  (DOD; current US$) - WDI,0.8281199668473237,0.36297214470987971
0201: PPG; commercial banks  (DOD; current US$) - WDI,0.79186418678970527,0.37368872266763276
0238: PPG; multilateral concessional  (INT; current US$) - WDI,0.71615050933567903,0.39755301583819669
0158: PPG; bilateral concessional  (DIS; current US$) - WDI,0.59860804788413302,0.43923921586876258
0176: External debt stocks; concessional  (DOD; current US$) - WDI,0.54672040211941342,0.45978383045230975
0269: Net financial flows; IBRD  (NFL; current US$) - WDI,0.51069416019115443,0.47495672396429356
0245: PPG; private creditors  (INT; current US$) - WDI,0.46295144746943784,0.49635945696452621
0199: PPG; official creditors  (DOD; current US$) - WDI,0.39011969110697292,0.53233747409256549
0240: PPG; bonds  (INT; current US$) - WDI,0.25512200264528273,0.61357026729702757
0170: PPG; bonds  (DIS; current US$) - WDI,0.20762062638976567,0.64870887043036607
0218: Average grace period on new external debt commitments; private  (years) - WDI,0.19367778156256216,0.65994050098083279
0155: Currency composition of PPG debt; U.S. dollars  (%) - WDI,0.17062583120821878,0.67961897184617159
0179: PPG; bilateral concessional  (DOD; current US$) - WDI,0.16846204297801326,0.68154458633408366
0215: Debt stock rescheduled  (current US$) - WDI,0.1675079851117193,0.68239822070565304
0263: Net flows on external debt; public and publicly guaranteed (PPG)  (NFL; current US$) - WDI,0.16570516935535703,0.68401905460346524
0144: Commitments; official creditors  (COM; current US$) - WDI,0.10403291680112497,0.74709040857895403
0219: Average grant element on new external debt commitments  (%) - WDI,0.077006310406439266,0.78143677332153716
0255: Average maturity on new external debt commitments; official  (years) - WDI,0.054661217439070528,0.81517619477856407
0213: Debt buyback  (current US$) - WDI,0.039923263105547314,0.84165948415613323
0217: Average grace period on new external debt commitments; official  (years) - WDI,0.035812614096498704,0.84993020315522783
0225: PPG; bilateral  (INT; current US$) - WDI,0.017268107312681968,0.89547115911181308
0184: Use of IMF credit  (DOD; current US$) - WDI,0.0025434439899828238,0.9597848212947182
0149: Currency composition of PPG debt; Japanese yen  (%) - WDI,0.0013829491450011294,0.97034034768510413
0226: PPG; bilateral concessional  (INT; current US$) - WDI,5.4890093573670593e-05,0.99408974629793301
0274: EBRD; private nonguaranteed  (NFL; current US$) - WDI,nan,nan
0643: Internet users  (per 100 people) - WDI,1596.6156883512767,3.7135188577898037e-234
0677: Household final consumption expenditure per capita  (constant 2005 US$) - WDI,1202.8275663669335,3.9601162426757637e-191
0640: Fixed broadband subscriptions  (per 100 people) - WDI,1189.6591935833644,1.4012164336514827e-189
0638: Fixed telephone subscriptions  (per 100 people) - WDI,1116.7861503673184,7.2795185922606296e-181
0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI,727.45588735013723,1.4662286791665024e-129
0636: Mobile cellular subscriptions  (per 100 people) - WDI,696.19309197948849,4.8402396043214362e-125
0353: Agriculture value added per worker  (constant 2005 US$) - WDI,664.15725227909854,2.4302895029569767e-120
0552: Documents to export  (number) - WDI,660.71651516201268,7.8499153250602784e-120
0570: Documents to import  (number) - WDI,602.6745757743663,4.1228975858010858e-111
0492: Domestic credit to private sector  (% of GDP) - WDI,550.43433992029111,4.8168120601638817e-103
0553: Time to export  (days) - WDI,522.95057074491376,1.0336329377171941e-98
0571: Time to import  (days) - WDI,517.69372224714959,7.078389967351015e-98
0642: Secure Internet servers  (per 1 million people) - WDI,508.74618154445352,1.8941795888550939e-96
0491: Domestic credit provided by financial sector  (% of GDP) - WDI,470.9134336387869,2.4449685576742327e-90
0545: Private credit bureau coverage  (% of adults) - WDI,469.16112804565563,4.7239282973303872e-90
0490: Claims on other sectors of the domestic economy  (% of GDP) - WDI,407.21535437033617,9.1724619466328123e-80
0697: Exports of goods and services  (current US$) - WDI,403.14264576826542,4.479703758544444e-79
0379: Electric power consumption  (kWh per capita) - WDI,379.601969437523,4.6054573023245322e-75
0380: Energy use  (kg of oil equivalent per capita) - WDI,362.21149892831761,4.5873043089654119e-72
0633: Liner shipping connectivity index  (maximum value in 2004 = 100) - WDI,349.45581734666126,7.5816334666775628e-70
0456: Commercial bank branches  (per 100;000 adults) - WDI,348.49131756125291,1.1172512529245071e-69
0699: Exports of goods and services  (constant 2005 US$) - WDI,346.27775064358769,2.7224674971178017e-69
0671: Household final consumption expenditure; etc.  (% of GDP) - WDI,302.44310464134963,1.5795505817816264e-61
0585: Tax payments  (number) - WDI,294.36821652714048,4.473992922460576e-60
0322: Net ODA received  (% of imports of goods; services and primary income) - WDI,286.68318997663494,1.0946360662576362e-58
0696: Gross national expenditure  (% of GDP) - WDI,249.00155017157445,8.7517362180221705e-52
0686: Final consumption expenditure; etc.  (% of GDP) - WDI,248.77254380134241,9.6501542009363554e-52
0363: Electricity production from nuclear sources  (% of total) - WDI,237.4690727405744,1.2213221081634001e-49
0577: Cost of business start-up procedures  (% of GNI per capita) - WDI,233.71472487179611,6.1428404029179308e-49
0660: General government final consumption expenditure  (current US$) - WDI,229.12325193021732,4.4522366996812241e-48
0569: Cost to import  (US$ per container) - WDI,226.92309028263077,1.1525416416588485e-47
0367: Electricity production from renewable sources; excluding hydroelectric  (% of total) - WDI,223.91164451403759,4.246013340199201e-47
0662: General government final consumption expenditure  (constant 2005 US$) - WDI,218.72136912088615,4.0418726882877418e-46
0320: Net ODA received  (% of GNI) - WDI,215.61297894010363,1.5638578115126553e-45
0319: Net ODA received  (% of gross capital formation) - WDI,197.20677520438565,4.9859081604287035e-42
0551: Cost to export  (US$ per container) - WDI,191.70645914070107,5.6597198584904716e-41
0594: Scientific and technical journal articles - WDI,178.28002042283669,2.2088096262535307e-38
0692: Gross national expenditure  (current US$) - WDI,177.49992021306466,3.1291380436533284e-38
0687: Final consumption expenditure  (current US$) - WDI,175.14663099115094,8.95808686532011e-38
0681: Final consumption expenditure; etc.  (current US$) - WDI,172.74526247984281,2.6246576751923993e-37
0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI,171.65694436697675,4.2746547082194271e-37
0694: Gross national expenditure  (constant 2005 US$) - WDI,168.72317779037505,1.594736366565472e-36
0455: Bank capital to assets ratio  (%) - WDI,165.45247279615023,6.9417104414799318e-36
0707: Gross fixed capital formation  (constant 2005 US$) - WDI,164.21249642398021,1.2133972301729943e-35
0622: Overall level of statistical capacity  (scale 0 - 100) - WDI,163.19283395925896,1.9213116191349134e-35
0628: Air transport; freight  (million ton-km) - WDI,162.36206255912998,2.7945960023769919e-35
0485: Lending interest rate  (%) - WDI,161.58971591907147,3.9598459056481535e-35
0683: Final consumption expenditure; etc.  (constant 2005 US$) - WDI,160.42406226517397,6.7029229732704751e-35
0689: Final consumption expenditure  (constant 2005 US$) - WDI,159.8395546232795,8.7287974702255584e-35
0672: Household final consumption expenditure  (current US$) - WDI,157.47606693807279,2.5419792492455854e-34
0666: Household final consumption expenditure; etc.  (current US$) - WDI,156.42875706922885,4.084262781510099e-34
0702: Exports of goods and services  (% of GDP) - WDI,153.79753608068305,1.3463541624176518e-33
0472: Broad money  (% of GDP) - WDI,146.87721824186491,3.1340202692658778e-32
0375: Alternative and nuclear energy  (% of total energy use) - WDI,146.63373524184613,3.5019829837895532e-32
0361: Electric power transmission and distribution losses  (% of output) - WDI,145.50818620631478,5.8518019272121068e-32
0289: Net official flows from UN agencies; UNDP  (current US$) - WDI,145.49915773788524,5.8759607988953024e-32
0705: Gross fixed capital formation  (current US$) - WDI,145.0496257861748,7.2140924324239485e-32
0629: Air transport; passengers carried - WDI,145.02381008796968,7.2996078851085182e-32
0668: Household final consumption expenditure; etc.  (constant 2005 US$) - WDI,144.60820435857033,8.8247772279518372e-32
0674: Household final consumption expenditure  (constant 2005 US$) - WDI,144.14605130720096,1.0898452965818188e-31
0579: Start-up procedures to register a business  (number) - WDI,132.35654774429153,2.4299566034265184e-29
0477: Money and quasi money  as % of GDP (M2) - WDI,121.73977474903573,3.2881978997816171e-27
0597: Trademark applications; direct nonresident - WDI,120.52466121617992,5.7799899949517185e-27
0287: Net official flows from UN agencies; UNICEF  (current US$) - WDI,118.05283565618318,1.8235315714382001e-26
0627: Air transport; registered carrier departures worldwide - WDI,117.75893950424354,2.0907455815610793e-26
0680: Household final consumption expenditure; PPP  (constant 2011 international $) - WDI,116.56320932057908,3.647992341713135e-26
0613: CPIA property rights and rule-based governance rating  (1=low to 6=high) - WDI,114.32112021760587,1.0373501662230648e-25
0314: Net official development assistance and official aid received  (current US$) - WDI,110.43798179662627,6.3644011069927542e-25
0315: Net official development assistance and official aid received  (constant 2013 US$) - WDI,109.62861813244788,9.2949819672671044e-25
0679: Household final consumption expenditure; PPP  (current international $) - WDI,108.75981786994497,1.3961382093592484e-24
0318: Net official development assistance received  (current US$) - WDI,108.34805905033032,1.6931818035741481e-24
0433: Population in the largest city  (% of urban population) - WDI,108.23278785274935,1.7871495031752535e-24
0624: Source data assessment of statistical capacity  (scale 0 - 100) - WDI,108.01012771786743,1.983705150917542e-24
0321: Net official development assistance received  (constant 2013 US$) - WDI,106.9145010808877,3.3156612833290427e-24
0621: Methodology assessment of statistical capacity  (scale 0 - 100) - WDI,106.47346904706554,4.0777906448533165e-24
0576: Procedures to register property  (number) - WDI,103.60904128053653,1.5657962983006324e-23
0323: Net ODA received per capita  (current US$) - WDI,103.25148399671865,1.8525105528198883e-23
0639: Fixed broadband subscriptions - WDI,101.38179077408704,4.4661724975905585e-23
0540: Business extent of disclosure index  (0=less disclosure to 10=more disclosure) - WDI,98.72605865469562,1.5620979073563219e-22
0378: Combustible renewables and waste  (% of total energy) - WDI,98.622155284507372,1.6406093396771689e-22
0641: Secure Internet servers - WDI,96.784268337849056,3.9083460128039638e-22
0486: Interest rate spread  (lending rate minus deposit rate; %) - WDI,88.195725964501577,2.2949440707959663e-20
0620: CPIA transparency; accountability; and corruption in the public sector rating  (1=low to 6=high) - WDI,82.910547816857331,2.852215614778329e-19
0340: Multilateral debt service  (% of public and publicly guaranteed debt service) - WDI,81.619894467717359,5.2862222347297977e-19
0435: Population in urban agglomerations of more than 1 million  (% of total population) - WDI,80.696669420845978,8.2223477800888742e-19
0546: Public credit registry coverage  (% of adults) - WDI,79.207409716895569,1.67793671921792e-18
0574: Time required to enforce a contract  (days) - WDI,76.975270930450378,4.895441049603077e-18
0358: Electricity production from coal sources  (% of total) - WDI,76.875296407150287,5.1361699662662482e-18
0637: Fixed telephone subscriptions - WDI,74.70874339583581,1.4549743228161375e-17
0595: Patent applications; nonresidents - WDI,71.715706096058696,6.1509113676924991e-17
0575: Time required to register property  (days) - WDI,67.746752784057762,4.1845648155807591e-16
0615: CPIA public sector management and institutions cluster average  (1=low to 6=high) - WDI,66.865563300687981,6.4109306900469574e-16
0461: Bank liquid reserves to bank assets ratio  (%) - WDI,66.726989834797266,6.8559775541240677e-16
0607: CPIA gender equality rating  (1=low to 6=high) - WDI,62.635445746370152,4.9927310746187924e-15
0616: CPIA efficiency of revenue mobilization rating  (1=low to 6=high) - WDI,59.023359453650286,2.8990054210343072e-14
0623: Periodicity and timeliness assessment of statistical capacity  (scale 0 - 100) - WDI,58.085057156320133,4.5825986517072028e-14
0440: Capture fisheries production  (metric tons) - WDI,56.883248628719713,8.2429423025198646e-14
0364: Electricity production from oil sources  (% of total) - WDI,55.782754310190512,1.4119456121163289e-13
0462: Total reserves  (includes gold; current US$) - WDI,55.750269452995077,1.4345684766122235e-13
0474: Broad money growth  (annual %) - WDI,55.646139386539986,1.5095632279378838e-13
0291: Net official flows from UN agencies; UNFPA  (current US$) - WDI,55.312241119215379,1.7775734909515377e-13
0619: CPIA trade rating  (1=low to 6=high) - WDI,54.774142702532359,2.313446076587074e-13
0479: Money and quasi money growth  (annual %) - WDI,49.827262260724304,2.6252358195849536e-12
0609: IDA resource allocation index  (1=low to 6=high) - WDI,47.582772822981795,7.9358186845410546e-12
0604: CPIA quality of budgetary and financial management rating  (1=low to 6=high) - WDI,44.693222464605476,3.3099523550054509e-11
0612: CPIA equity of public resource use rating  (1=low to 6=high) - WDI,44.54710583794332,3.5582666423526208e-11
0484: Deposit interest rate  (%) - WDI,43.238388638783249,6.8055477540512436e-11
0599: Trademark applications; total - WDI,43.09097050106169,7.3217181444753394e-11
0587: Total tax rate  (% of commercial profits) - WDI,42.071584872956777,1.2142619904231246e-10
0284: Net financial flows; RDB concessional  (NFL; current US$) - WDI,41.718986563674278,1.4466615281636629e-10
0465: Total reserves minus gold  (current US$) - WDI,40.703156450485388,2.3969564872981678e-10
0601: CPIA debt policy rating  (1=low to 6=high) - WDI,39.246226231241401,4.9505788693500007e-10
0376: Fossil fuel energy consumption  (% of total) - WDI,38.460072688309914,7.3260041233725745e-10
0635: Mobile cellular subscriptions - WDI,38.402697298436493,7.5386973859527876e-10
0596: Patent applications; residents - WDI,37.487460298150467,1.1903875867166446e-09
0580: Time to prepare and pay taxes  (hours) - WDI,37.048417392602346,1.4823226402251868e-09
0578: Time required to start a business  (days) - WDI,36.984825938290861,1.5301855780323038e-09
0611: CPIA quality of public administration rating  (1=low to 6=high) - WDI,36.310919372129106,2.1432644569899219e-09
0608: CPIA building human resources rating  (1=low to 6=high) - WDI,33.947124548527079,7.0053140618954202e-09
0434: Population in urban agglomerations of more than 1 million - WDI,32.83493794612582,1.2247279387407355e-08
0598: Trademark applications; direct resident - WDI,32.647580159388035,1.3457033778824883e-08
0419: CO2 emissions from residential buildings and commercial and public services  (% of total fuel combustion) - WDI,32.144335706090281,1.7333678203966501e-08
0295: Net official flows from UN agencies; WFP  (current US$) - WDI,31.669431482406782,2.2015001923075839e-08
0453: Bank nonperforming loans to total gross loans  (%) - WDI,30.05315992047538,4.9735654064726014e-08
0304: PPG; IDA  (NTR; current US$) - WDI,29.04957615531946,8.2587855458841495e-08
0653: Arms imports  (SIPRI trend indicator values) - WDI,28.188849534655503,1.2767751320716983e-07
0432: Population in largest city - WDI,27.166628568999737,2.1438158067345012e-07
0655: Armed forces personnel  (% of total labor force) - WDI,27.165760682218377,2.1447601846094718e-07
0487: Real interest rate  (%) - WDI,26.613050189858235,2.8395616129156807e-07
0377: Energy use (kg of oil equivalent) per $1;000 GDP  (constant 2011 PPP) - WDI,26.030436206002264,3.8181764530856261e-07
0600: CPIA business regulatory environment rating  (1=low to 6=high) - WDI,25.691288943686022,4.5371739901918604e-07
0618: CPIA structural policies cluster average  (1=low to 6=high) - WDI,24.521881638264574,8.2326415421187323e-07
0441: Total fisheries production  (metric tons) - WDI,23.516139263062865,1.3758948014298422e-06
0602: CPIA economic management cluster average  (1=low to 6=high) - WDI,22.658158485917099,2.1342861220860826e-06
